2025-07-09 15:45:44,2025-07-09 15:47:44,119.87,2.9231,0.018,198.74,22194594031.6196,23823.1,9,55
2025-07-09 15:47:41,2025-07-09 15:49:19,98.83,2.7025,0.0544,155.08,4992506217.339,15327.63,9,61
